id,text,intent
3159,Arrange the table based on score lowest first,sort_ascending
3160,Arrange salary in reverse order,sort_descending
3161,Get the total sum for name,aggregate_sum
3162,Calculate average of gender,aggregate_average
3163,Count total entries,count_rows
3164,What fields are present?,show_columns
3165,List records with name less than 564,filter_condition
3166,Sort the data by gender in ascending order,sort_ascending
3167,Sort by city in descending order,sort_descending
3168,What is the total of salary?,aggregate_sum
3169,What is the average quantity?,aggregate_average
3170,Number of rows in the data,count_rows
3171,List all headers,show_columns
3172,Display entries where age equals 945,filter_condition
3173,Sort the data by status in ascending order,sort_ascending
3174,Arrange city in reverse order,sort_descending
3175,Get the total sum for country,aggregate_sum
3176,Show mean of name,aggregate_average
3177,Count total entries,count_rows
3178,What fields are present?,show_columns
3179,Show all rows where country is greater than 552,filter_condition
3180,Arrange the table based on country lowest first,sort_ascending
3181,List by city from high to low,sort_descending
3182,What is the total of price?,aggregate_sum
3183,Calculate average of name,aggregate_average
3184,Count total entries,count_rows
3185,List all headers,show_columns
3186,Show all rows where name is greater than 293,filter_condition
3187,Order the results by quantity from smallest to largest,sort_ascending
3188,List by salary from high to low,sort_descending
3189,Get the total sum for price,aggregate_sum
3190,What is the average name?,aggregate_average
3191,How many records are there?,count_rows
3192,What fields are present?,show_columns
3193,Display entries where quantity equals 785,filter_condition
3194,Arrange the table based on salary lowest first,sort_ascending
3195,Sort by age in descending order,sort_descending
3196,What is the total of age?,aggregate_sum
3197,Show mean of age,aggregate_average
3198,Count total entries,count_rows
3199,What fields are present?,show_columns
3200,Display entries where score equals 989,filter_condition
3201,Order the results by name from smallest to largest,sort_ascending
3202,Arrange price in reverse order,sort_descending
3203,Get the total sum for status,aggregate_sum
3204,Show mean of status,aggregate_average
3205,Number of rows in the data,count_rows
3206,Which columns are in the dataset?,show_columns
3207,List records with quantity less than 850,filter_condition
3208,Order the results by gender from smallest to largest,sort_ascending
3209,Sort by city in descending order,sort_descending
3210,Get the total sum for city,aggregate_sum
3211,Calculate average of status,aggregate_average
3212,How many records are there?,count_rows
3213,List all headers,show_columns
3214,List records with gender less than 560,filter_condition
3215,Sort the data by score in ascending order,sort_ascending
3216,Sort by price in descending order,sort_descending
3217,Get the total sum for age,aggregate_sum
3218,Calculate average of gender,aggregate_average
3219,How many records are there?,count_rows
3220,Which columns are in the dataset?,show_columns
3221,List records with salary less than 56,filter_condition
3222,Order the results by age from smallest to largest,sort_ascending
3223,Arrange score in reverse order,sort_descending
3224,What is the total of score?,aggregate_sum
3225,Calculate average of quantity,aggregate_average
3226,Number of rows in the data,count_rows
3227,List all headers,show_columns
3228,Display entries where age equals 368,filter_condition
3229,Sort the data by status in ascending order,sort_ascending
3230,List by score from high to low,sort_descending
3231,Get the total sum for gender,aggregate_sum
3232,Show mean of status,aggregate_average
3233,Count total entries,count_rows
3234,Which columns are in the dataset?,show_columns
3235,Show all rows where country is greater than 796,filter_condition
3236,Order the results by quantity from smallest to largest,sort_ascending
3237,Sort by city in descending order,sort_descending
3238,What is the total of price?,aggregate_sum
3239,Calculate average of city,aggregate_average
3240,Count total entries,count_rows
3241,What fields are present?,show_columns
3242,Show all rows where country is greater than 514,filter_condition
3243,Sort the data by country in ascending order,sort_ascending
3244,Sort by country in descending order,sort_descending
3245,What is the total of salary?,aggregate_sum
3246,What is the average gender?,aggregate_average
3247,How many records are there?,count_rows
3248,List all headers,show_columns
3249,Show all rows where name is greater than 999,filter_condition
3250,Sort the data by name in ascending order,sort_ascending
3251,Sort by age in descending order,sort_descending
3252,Sum up the values in price,aggregate_sum
3253,Calculate average of gender,aggregate_average
3254,Number of rows in the data,count_rows
3255,What fields are present?,show_columns
3256,Show all rows where name is greater than 586,filter_condition
3257,Order the results by quantity from smallest to largest,sort_ascending
3258,Arrange gender in reverse order,sort_descending
3259,Sum up the values in salary,aggregate_sum
3260,Show mean of city,aggregate_average
3261,How many records are there?,count_rows
3262,List all headers,show_columns
3263,List records with status less than 119,filter_condition
3264,Arrange the table based on salary lowest first,sort_ascending
3265,List by quantity from high to low,sort_descending
3266,Get the total sum for quantity,aggregate_sum
3267,Calculate average of gender,aggregate_average
3268,How many records are there?,count_rows
3269,Which columns are in the dataset?,show_columns
3270,Display entries where price equals 508,filter_condition
3271,Arrange the table based on quantity lowest first,sort_ascending
3272,Arrange quantity in reverse order,sort_descending
3273,Get the total sum for city,aggregate_sum
3274,Calculate average of salary,aggregate_average
3275,How many records are there?,count_rows
3276,List all headers,show_columns
3277,List records with price less than 298,filter_condition
3278,Sort the data by status in ascending order,sort_ascending
3279,Sort by status in descending order,sort_descending
3280,Get the total sum for price,aggregate_sum
3281,Show mean of country,aggregate_average
3282,Count total entries,count_rows
3283,Which columns are in the dataset?,show_columns
3284,Show all rows where name is greater than 495,filter_condition
3285,Sort the data by status in ascending order,sort_ascending
3286,List by gender from high to low,sort_descending
3287,Get the total sum for city,aggregate_sum
3288,What is the average name?,aggregate_average
3289,Number of rows in the data,count_rows
3290,What fields are present?,show_columns
3291,List records with quantity less than 115,filter_condition
